# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 2 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-ENAD-46
# Timestamp: Wed, 22-May-2024 15:40:47
Gene ID	Gene Name	'COVID-19' vs 'normal' in 'colon' .foldChange	'COVID-19' vs 'normal' in 'colon'.pValue	'COVID-19' vs 'normal' in 'lung' .foldChange	'COVID-19' vs 'normal' in 'lung'.pValue
ENSG00000014257	ACP3	-1.3	0.0779096270396811	-0.1	0.902333177798024
ENSG00000014641	MDH1	0.3	0.526024586165986	0.6	0.0617833689034348
ENSG00000014824	SLC30A9	0.4	0.110121311574601		
ENSG00000014914	MTMR11	-0.2	0.804103029813204	-0.7	0.352698115068917
ENSG00000014919	COX15	-0.5	0.195971793767366	0.1	0.836481822161181
ENSG00000015133	CCDC88C	-1.1	0.0202496780109096		
ENSG00000015153	YAF2	0.8	0.105760595847772	0.3	0.0926416829945175
ENSG00000015171	ZMYND11	1.0	5.93793902971728E-6	0.2	0.66270024441708
ENSG00000015285	WAS	-0.9	0.1265381255754	0.5	0.542786715460385
ENSG00000015413	DPEP1	0.1	0.970099396034402	-1.7	0.216171788580111
ENSG00000015475	BID	-0.5	0.242443899771096	1.4	1.16500146238228E-4
ENSG00000015479	MATR3	1.4	2.92096692902484E-5	1.0	0.00829768308779012
ENSG00000015520	NPC1L1	-1.3	0.229975685473429	-0.4	0.843293649898146
ENSG00000015532	XYLT2	-1.4	0.0358499008376755	-1.5	0.0142845680184299
ENSG00000015568	RGPD5	0.8	0.259648684929458	-0.5	0.540417551295568
ENSG00000015592	STMN4	0.1	0.920247251876176		
ENSG00000015676	NUDCD3	-1.0	0.0449718020332446	-0.7	0.0865625166613509
ENSG00000016082	ISL1	-2.6	0.0161919940817371		
ENSG00000016391	CHDH	-0.4	0.70609945470673	-0.5	0.623570517790776
ENSG00000016402	IL20RA	-0.7	0.438686163610592	-0.6	0.581470526694559
ENSG00000016490	CLCA1	-1.2	0.307797850218443	2.1	0.146671548184798
ENSG00000016602	CLCA4	-0.6	0.634263005277517	1.5	0.191955011324726
ENSG00000016864	GLT8D1	-0.9	0.00423221186401109	0.3	0.351353159405814
ENSG00000017260	ATP2C1	0.3	0.451406513342804	0.2	0.598023462572965
ENSG00000017427	IGF1	1.8	0.0637618632227923	1.9	0.00638418738706359
ENSG00000017483	SLC38A5	0.3	0.74087261144028		
ENSG00000017797	RALBP1	0.1	0.805591214866343	0.3	0.342545730401372
ENSG00000018189	RUFY3	0.7	0.0354125145075692	-0.3	0.147619628770022
ENSG00000018236	CNTN1	-0.1	0.940080925940082	-0.8	0.268862414721702
ENSG00000018280	SLC11A1	0.8	0.296706284679496	1.3	0.0377393859304551
ENSG00000018408	WWTR1	1.8	5.91580859201408E-6	0.3	0.342480204170872
ENSG00000018510	AGPS	0.5	0.118260460920594	-0.2	0.673555992582105
ENSG00000018610	STEEP1	-0.3	0.716057177589149	-0.4	0.486561924092177
ENSG00000018625	ATP1A2	-0.5	0.516257146574768	-1.1	0.0947321512700744
ENSG00000018699	TTC27	0.3	0.610816359704975	0.3	0.54571210130753
ENSG00000018869	ZNF582	1.3	0.073698284609094	-0.3	0.77372969546432
ENSG00000019102	VSIG2	-2.0	0.0201661450330183	-1.6	0.0370649062591346
ENSG00000019144	PHLDB1	-0.8	0.01807285109699	-0.7	0.104468654853711
ENSG00000019169	MARCO	3.0	0.00866324550300179	0.6	0.505838810808685
ENSG00000019186	CYP24A1	1.4	0.317207886024598	3.8	1.17670258320502E-5
ENSG00000019485	PRDM11	-0.9	0.231818810297749	-2.2	3.43470809450192E-8
ENSG00000019505	SYT13	-0.4	0.656951268805048	0.6	0.716520221791903
ENSG00000019549	SNAI2	0.7	0.329152231863231	1.0	0.0433488103981543
ENSG00000019582	CD74	-1.3	0.00117765853852198	-0.8	0.0474846838464036
ENSG00000019991	HGF	1.4	0.00652884851183752	0.6	0.154834354608728
ENSG00000019995	ZRANB1			0.4	0.564411254585466
ENSG00000020129	NCDN	0.3	0.737268123339554	0.5	0.574198241131861
ENSG00000020181	ADGRA2	-0.8	0.213896995661009	-1.1	0.0812084262032811
ENSG00000020256	ZFP64	-0.4	0.312121130598953	-0.2	0.740219056278621
ENSG00000020426	MNAT1	0.5	0.268518603187184	0.5	0.157128164138575
ENSG00000020577	SAMD4A	1.1	0.0678109772871231	-0.2	0.759073080121331
ENSG00000020633	RUNX3	-1.1	0.152364022149644	0.2	0.837553408757056
ENSG00000020922	MRE11	0.2	0.476129670321303	0.4	0.308925290824974
ENSG00000021300	PLEKHB1	1.5	9.05838493125085E-5	-0.5	0.618314151719298
ENSG00000021355	SERPINB1	0.3	0.659832027776304	-0.3	0.539385566829687
ENSG00000021461	CYP3A43	-0.5	0.689343096372025	-0.8	0.552845876607784
ENSG00000021488	SLC7A9	-2.3	0.0809745862229991	-0.7	0.691746477173548
ENSG00000021574	SPAST	0.8	0.00972810551828365	0.8	0.0489159993537613
ENSG00000021645	NRXN3	0.5	0.462716591418566	-0.9	0.222419057532829
ENSG00000021762	OSBPL5	0.2	0.771739956550792	0.1	0.932065952077368
ENSG00000021776	AQR			-0.1	0.787904336166494
ENSG00000021826	CPS1	-0.3	0.76478790077309	0.2	0.815066997200684
ENSG00000021852	C8B			-4.7	6.08381368320474E-9
ENSG00000022267	FHL1	0.9	0.019479606871956	-1.3	0.00270340091574764
ENSG00000022277	RTF2			0.6	0.0740434826915077
ENSG00000022355	GABRA1	-0.6	0.7118681304834		
ENSG00000022556	NLRP2	-0.8	0.477416833478826	0.2	0.866744435850934
ENSG00000022567	SLC45A4	-0.1	0.865249558912898		
ENSG00000022840	RNF10	0.1	0.848054082654734	0.3	0.669373174291152
ENSG00000022976	ZNF839	-0.6	0.396951138256933	-1.0	0.264863641567768
ENSG00000023041	ZDHHC6	0.4	0.305233278958476	0.2	0.571347758419041
ENSG00000023171	GRAMD1B	-1.8	0.00278556993473341	0.1	0.956282244908929
ENSG00000023191	RNH1	-0.4	0.483545222147655	-0.1	0.793274549431654
ENSG00000023228	NDUFS1	0.3	0.26308984237681	0.6	0.120314647199016
ENSG00000023287	RB1CC1	0.7	0.00351470634100727	0.4	0.202792840345716
ENSG00000023318	ERP44	0.1	0.676589520187422	0.3	0.406000641000837
ENSG00000023330	ALAS1	-1.1	0.00610319360162131	0.2	0.717760887504955
ENSG00000023445	BIRC3	0.3	0.573593432068559	0.8	0.12038601204693
ENSG00000023516	AKAP11	0.6	0.00332751029156129	-0.3	0.276678363956259
ENSG00000023572	GLRX2	0.1	0.711658675136593	-0.2	0.626041508569773
ENSG00000023608	SNAPC1	1.4	0.00269508238508063	1.7	2.34480792885044E-5
ENSG00000023697	DERA	-0.5	0.163237367834429	0.4	0.383609978058264
ENSG00000023734	STRAP	1.3	1.01231495290167E-4	1.1	7.74591377640839E-4
ENSG00000023839	ABCC2	0.4	0.62273210930086	1.6	0.0461541788668249
ENSG00000023892	DEF6	-2.4	8.58916038439627E-5	-0.5	0.673877818722712
ENSG00000023902	PLEKHO1	0.1	0.867747405405836	0.7	0.145944089215398
ENSG00000023909	GCLM	1.4	0.00378400957217999	1.4	0.00128378948211555
ENSG00000024048	UBR2	0.1	0.63739161111764	-0.1	0.856483330015587
ENSG00000024422	EHD2	0.6	0.147224055930765	-0.2	0.595336264125282
ENSG00000024526	DEPDC1	-0.5	0.62155601703215	2.1	0.0162241283036137
ENSG00000024862	CCDC28A	-0.4	0.493195143694349	-0.6	0.500975408360432
ENSG00000025039	RRAGD	1.7	9.02311876794031E-4	0.3	0.664093919031422
ENSG00000025156	HSF2	0.7	0.284356116136837	0.1	0.78503683485116
ENSG00000025293	PHF20	0.6	0.00377824301708439	-0.1	0.76182038776817
ENSG00000025423	HSD17B6	0.2	0.882379211124847	-2.5	1.6181423385011E-4
ENSG00000025434	NR1H3	-0.2	0.828020721409353	0.7	0.300060838840061
ENSG00000025708	TYMP	-1.7	0.00170523231137651	-0.2	0.825632068443309
ENSG00000025770	NCAPH2	-1.6	0.00192645890367184	-1.0	0.295330403227016
ENSG00000025772	TOMM34	-0.2	0.691697770134197	0.5	0.224020504453342
ENSG00000025796	SEC63	0.8	2.59522889515687E-5	0.5	0.008681136245771
ENSG00000025800	KPNA6	0.5	0.127345676033791	-0.4	0.23302327487656
ENSG00000026025	VIM	1.2	2.95936274620359E-4	0.5	0.0271563929729216
ENSG00000026036	RTEL1-TNFRSF6B	-2.4	0.0169851366773484	-1.9	0.116588507747255
ENSG00000026103	FAS	0.2	0.61303891423547	0.5	0.129276469321103
ENSG00000026297	RNASET2	-0.6	0.147633867234568	0.5	0.136028366484899
ENSG00000026508	CD44	0.9	0.00951705190104167	0.4	0.164233332489694
ENSG00000026559	KCNG1	-2.4	0.0055802611254283		
ENSG00000026652	AGPAT4	-0.3	0.545464448047315	-0.7	0.131239893308506
ENSG00000026751	SLAMF7	-2.0	0.0080335238959919	0.1	0.897143790262619
ENSG00000026950	BTN3A1	-0.3	0.703728870857174	-0.9	1.20697549395768E-4
ENSG00000027001	MIPEP	0.1	0.893297984354561	-0.3	0.684752115588716
ENSG00000027075	PRKCH			-0.4	0.359004885687947
ENSG00000027644	INSRR			1.5	0.34730869531199
ENSG00000027697	IFNGR1	0.5	0.195386687378871	0.4	0.367329448544419
ENSG00000027847	B4GALT7	-0.9	0.200227018263535	-0.7	0.432530978888338
ENSG00000027869	SH2D2A	-0.2	0.819645316763881	-0.5	0.660674677351489
ENSG00000028116	VRK2	-0.2	0.777226847367385	0.5	0.140465703671833
ENSG00000028137	TNFRSF1B	-0.9	0.0836117123387526	0.8	0.141642944176865
ENSG00000028203	VEZT	0.5	0.155595328476579	-0.4	0.23941852223657
ENSG00000028277	POU2F2	-0.9	0.174879211618596	0.6	0.463501967015472
ENSG00000028310	BRD9	-0.4	0.394801898464615	-0.2	0.765927048514804
ENSG00000028528	SNX1	0.5	0.00989110105763731	-0.5	0.0309351311554249
ENSG00000028839	TBPL1	0.4	0.389178269017199	-0.1	0.920217688855247
ENSG00000029153	ARNTL2	1.3	0.0835929923306671	2.6	1.69099369529526E-5
ENSG00000029363	BCLAF1	0.2	0.36523283920374	-0.1	0.658222377511417
ENSG00000029364	SLC39A9			0.5	0.11513993431346
ENSG00000029534	ANK1	-1.0	0.264719131905374	0.5	0.669702298987241
ENSG00000029559	IBSP			3.4	0.00760342259131738
ENSG00000029639	TFB1M	-0.9	0.0829062560389228	0.2	0.815485117242621
ENSG00000029725	RABEP1			0.3	0.450685568117578
ENSG00000029993	HMGB3	-0.1	0.910340803469307	0.7	0.228212416075213
ENSG00000030066	NUP160	0.4	0.388009688304326	0.2	0.498655007408991
ENSG00000030110	BAK1	-1.4	0.0700736963915168	-0.6	0.522790688802945
ENSG00000030304	MUSK	0.7	0.30076452687027	-0.8	0.127067760880735
ENSG00000030419	IKZF2	0.8	0.124859797857898	-0.1	0.854640999219035
ENSG00000030582	GRN	-0.8	0.0978911393791903	-0.2	0.736401587338744
ENSG00000031003	FAM13B	0.2	0.540487278096754	-0.6	0.0248960973097729
ENSG00000031081	ARHGAP31	0.2	0.709211300008098	-0.6	0.0607100160789905
ENSG00000031691	CENPQ	1.0	0.098390461777572	-0.2	0.836269954554177
ENSG00000031698	SARS1	-0.3	0.630476698494261	0.5	0.481400896738863
ENSG00000031823	RANBP3	0.1	0.883083394401636	-0.9	0.00432287103649778
ENSG00000032219	ARID4A	0.2	0.55439104419078	-0.2	0.339946585447272
ENSG00000032389	EIPR1	-1.0	0.0471979727566204	0.5	0.44226748076391
ENSG00000032444	PNPLA6	-0.8	0.163464771650512		
ENSG00000032742	IFT88	-0.2	0.559533801544383	-0.3	0.592926198936889
ENSG00000033011	ALG1	-1.1	0.150834325250879	0.8	0.293264545299354
ENSG00000033030	ZCCHC8	0.4	0.317395898707021	0.3	0.413396215822675
ENSG00000033050	ABCF2	-1.1	0.0506726693953892	1.3	0.0738000685417693
ENSG00000033100	CHPF2	-1.3	0.0359018392427763	-0.3	0.670600357823537
ENSG00000033122	LRRC7	0.5	0.551038558235454	-0.8	0.139279484212113
ENSG00000033170	FUT8	-1.2	1.85656656871288E-4	0.5	0.179571756199962
ENSG00000033178	UBA6	0.7	0.00240302948625857	0.6	0.025745069428056
ENSG00000033327	GAB2	-0.3	0.520863269973974	-0.7	0.0740838658322867
ENSG00000033627	ATP6V0A1	0.5	0.202078154670322	0.1	0.885697614364974
ENSG00000033800	PIAS1	0.9	0.00277994322350124	-0.2	0.452893985721796
ENSG00000033867	SLC4A7	0.3	0.498272463283663	1.1	0.00117517053024384
ENSG00000034053	APBA2	0.4	0.666023059950481	0.6	0.524777359678453
ENSG00000034152	MAP2K3	-0.6	0.0741553594959367	1.4	0.00946905514460742
ENSG00000034239	EFCAB1	-0.1	0.945527056503424	-0.4	0.721045868095004
ENSG00000034510	TMSB10	-0.1	0.907966050146056	1.0	9.88606916562305E-4
ENSG00000034533	ASTE1	0.2	0.789692625299446	-0.9	0.0753739315078688
ENSG00000034677	RNF19A	0.5	0.048146162151101	-0.2	0.529259528152641
ENSG00000034693	PEX3	0.5	0.356930612698651	-0.4	0.452893985721796
ENSG00000034713	GABARAPL2	0.8	0.0287129196100944	0.4	0.0882563309060863
ENSG00000034971	MYOC	-0.8	0.495028807815468	-1.0	0.430819210547791
ENSG00000035115	SH3YL1			-0.3	0.515720708624564
ENSG00000035141	FAM136A	-0.4	0.336383167126556	0.5	0.466390632161988
ENSG00000035403	VCL	0.9	0.018157207058496	-0.2	0.574198241131861
ENSG00000035499	DEPDC1B	-1.7	0.0268566944323135	0.1	0.951149623943472
ENSG00000035664	DAPK2	-0.3	0.702380531620452	-2.3	8.34499086764018E-12
ENSG00000035681	NSMAF	0.5	0.279964225884758	0.2	0.624510930841865
ENSG00000035687	ADSS2	-0.3	0.35875805980865	0.8	0.00154818037644843
ENSG00000035720	STAP1	-0.5	0.56490706459555	-0.4	0.740219056278621
ENSG00000035862	TIMP2	0.7	0.147461643082788	-0.2	0.54933070266957
ENSG00000035928	RFC1	0.2	0.384562825112212	-0.4	0.264599120420768
ENSG00000036054	TBC1D23	0.2	0.571489903421456	0.3	0.507617919887925
ENSG00000036257	CUL3	0.2	0.45391771303951	0.1	0.782502420107886
ENSG00000036448	MYOM2	-1.6	0.0129745504570241	-1.7	0.0371347612292406
ENSG00000036473	OTC	-2.7	5.77397535987438E-4		
ENSG00000036530	CYP46A1	-1.0	0.0603842611241155	-0.8	0.0997376481683141
ENSG00000036549	ZZZ3	0.4	0.368388084876108	0.1	0.834455377679182
ENSG00000036565	SLC18A1	-2.5	0.00523957801453673		
ENSG00000036672	USP2	-1.5	0.0246212117326025	-1.5	0.059971799128868
ENSG00000036828	CASR	-1.9	0.0854742579324216	0.4	0.790358396160681
ENSG00000037042	TUBG2	0.1	0.930422069073863	-0.3	0.811101011757411
ENSG00000037241	RPL26L1	0.4	0.575026358252336	0.9	0.224097676443248
ENSG00000037280	FLT4	-0.7	0.330388329191368	-1.9	4.21760173304691E-4
ENSG00000037474	NSUN2	0.3	0.513638378708894	0.6	0.0349474736268397
ENSG00000037637	FBXO42	0.2	0.714331133959829	-0.4	0.383946193988393
ENSG00000037749	MFAP3	1.0	0.0368354697801659	0.7	0.0443980446298382
ENSG00000037757	MRI1	0.3	0.645474684028585	0.1	0.955025909908203
ENSG00000037897	METTL1	-0.4	0.658836053609499	0.3	0.776850039987751
ENSG00000037965	HOXC8	2.0	0.0837667152624651	-0.6	0.753593272121681
ENSG00000038002	AGA	-0.6	0.115908439969671	0.3	0.773386142908003
ENSG00000038210	PI4K2B	0.2	0.815065524463576	0.1	0.85337755895699
ENSG00000038274	MAT2B	0.9	0.0865161030775431	0.2	0.403912543061497
ENSG00000038295	TLL1	1.2	0.0740785767526774	-0.7	0.213027449257178
ENSG00000038358	EDC4	-1.0	0.0457062839301861	-0.5	0.628142145811281
ENSG00000038382	TRIO	-0.5	0.0358499008376755		
ENSG00000038427	VCAN	0.7	0.137223764853419	2.1	1.32692172549113E-9
ENSG00000038532	CLEC16A	-1.0	0.0215524866065944	-0.9	0.0351659150503635
ENSG00000038945	MSR1	1.3	0.0119760151999894	-0.3	0.663933011332662
ENSG00000039068	CDH1	-1.6	0.0548772937340184	-0.2	0.721542638725231
ENSG00000039123	MTREX			-0.4	0.0909501304850044
ENSG00000039139	DNAH5	-0.1	0.948902403096034	-0.3	0.854092251232166
ENSG00000039319	ZFYVE16	0.5	0.0747637024692349	0.3	0.546300007441839
ENSG00000039523	RIPOR1	0.8	0.142026483662227	0.5	0.161275721885975
ENSG00000039537	C6	-0.1	0.911788473300035	0.2	0.842946371977681
ENSG00000039560	RAI14	1.4	0.00503497909063588	1.1	7.20920095167214E-4
ENSG00000039600	SOX30	-0.7	0.459002149816462	-0.4	0.799642834904008
ENSG00000039650	PNKP	-1.5	0.0361096906059927	0.5	0.508822915752662
ENSG00000039987	BEST2	-2.4	0.0133879229561116		
ENSG00000040199	PHLPP2	-1.3	3.87961556430451E-4	-0.9	0.0525955343886185
ENSG00000040275	SPDL1	-0.9	0.159411422382706	0.5	0.333699344541027
ENSG00000040341	STAU2	0.8	0.109335663958578	-0.2	0.686079527534721
ENSG00000040487	SLC66A1	-1.0	0.269570799234908	0.3	0.805160367175387
ENSG00000040531	CTNS	0.3	0.761790175990043	0.2	0.837553408757056
ENSG00000040608	RTN4R	-0.4	0.722504318321874	-1.9	0.0967874592220513
ENSG00000040633	PHF23	-0.6	0.381200929546566	0.3	0.778918276203628
ENSG00000040731	CDH10	0.2	0.864762974725693	-0.7	0.614721530242924
ENSG00000040933	INPP4A	-0.1	0.849743669143028	-0.2	0.740406228582749
ENSG00000041353	RAB27B	-0.4	0.630614542239963		
ENSG00000041357	PSMA4	0.3	0.391676203207378	0.7	0.0022519241603345
ENSG00000041515	MYO16	-1.3	0.103210984666228	-1.0	0.145591961770217
ENSG00000041802	LSG1	0.1	0.793391400525513	-0.2	0.665781647358045
ENSG00000041880	PARP3	-0.7	0.209988416120946	-0.3	0.622168747787641
ENSG00000041982	TNC	0.8	0.386521570367694	2.4	7.15568497419575E-5
ENSG00000041988	THAP3	-0.4	0.614436039252055	1.1	0.309384173789615
ENSG00000042062	RIPOR3	0.3	0.718210662820082	-1.1	0.0827908304859334
ENSG00000042088	TDP1	-0.4	0.570866428805118	0.4	0.330655130002494
ENSG00000042286	AIFM2	0.2	0.785357406969784	0.6	0.52038131825423
ENSG00000042304	C2orf83			1.8	0.243736892013742
ENSG00000042317	SPATA7	0.8	0.0221902139169035		
ENSG00000042429	MED17	0.8	0.0952021119621144	1.2	0.0194710361523144
ENSG00000042445	RETSAT	-1.0	0.0396834892462321	-0.2	0.827578652965513
ENSG00000042493	CAPG	-1.5	0.0382526009283664		
ENSG00000042753	AP2S1	-0.7	0.0159832130181635	0.7	0.369747604546495
ENSG00000042781	USH2A	-1.9	0.010829801651076	-3.2	6.35965546727171E-5
ENSG00000042813	ZPBP	-1.7	0.223187106835195	-1.3	0.433344019405552
ENSG00000042832	TG	-1.0	0.344750892011774	1.1	0.250475712833293
ENSG00000042980	ADAM28	-1.4	0.0277244302960558	0.2	0.775090129130562
ENSG00000043039	BARX2	-3.0	1.89947638521505E-6	-0.5	0.768859669171039
ENSG00000043093	DCUN1D1	0.4	0.184557024221291	0.3	0.271603611208585
ENSG00000043143	JADE2	-0.5	0.42523819472881	-1.7	1.35662737185179E-4
ENSG00000043462	LCP2	-0.5	0.233447663343488	0.4	0.377466900173419
ENSG00000043514	TRIT1	0.1	0.885729789477651	-0.5	0.360249312842865
ENSG00000043591	ADRB1	-0.3	0.729378363107899	-1.2	0.135365573966633
ENSG00000044012	GUCA2B	-2.0	0.0538441392594262		
ENSG00000044090	CUL7	-0.7	0.258362499312322	0.1	0.90239821785063
ENSG00000044115	CTNNA1	0.2	0.498126017559428	0.2	0.321291113265745
ENSG00000044446	PHKA2	-0.4	0.433552968772363	-0.6	0.117749394490342
ENSG00000044459	CNTLN	0.5	0.145159267592858	0.4	0.328758175293911
ENSG00000044524	EPHA3	-0.1	0.926744592683741	-0.4	0.685205386527474
ENSG00000044574	HSPA5	0.3	0.451351631423728	1.5	1.9775321383866E-4
ENSG00000046604	DSG2	-0.2	0.796775180190339	0.8	0.0667886765534446
ENSG00000046647	GEMIN8	-0.2	0.803875021750035	-0.7	0.152015040659795
ENSG00000046651	OFD1	-0.2	0.657999451948284	-0.2	0.79878394110579
ENSG00000046653	GPM6B	0.9	0.025917532636673	-1.0	0.00813973854983574
ENSG00000046889	PREX2	0.5	0.215900959986724	-1.0	0.00576890341633151
ENSG00000047056	WDR37	-1.0	0.0133523899121155		
ENSG00000047188	YTHDC2	0.1	0.691622248486111	-0.1	0.740036854158673
ENSG00000047230	CTPS2	-0.5	0.229123964559656		
ENSG00000047249	ATP6V1H	0.3	0.406052078531321	0.7	0.0129006476877434
ENSG00000047315	POLR2B	-0.4	0.180237027298533	-0.7	0.17449292534013
ENSG00000047346	FAM214A	-0.2	0.527419264688904	-0.3	0.273506187781216
ENSG00000047365	ARAP2			-1.0	6.06143908070751E-4
ENSG00000047410	TPR			0.2	0.245061542916784
ENSG00000047457	CP	0.3	0.668702071075943	0.2	0.757299229131632
ENSG00000047578	KATNIP	-1.8	1.85904322194723E-4	0.2	0.805607169950292
ENSG00000047579	DTNBP1	0.2	0.72579804252001	-0.2	0.851813637534226
ENSG00000047597	XK	0.1	0.922300038420311		
ENSG00000047617	ANO2	1.7	0.042575405943509	-1.0	0.0790887857781496
ENSG00000047621	C12orf4	0.2	0.768206093828455	0.3	0.508122279021682
ENSG00000047634	SCML1	1.1	0.00144044310039088	-0.1	0.937613539762066
ENSG00000047644	WWC3	0.5	0.102914547725814	-0.5	0.309556197044784
ENSG00000047648	ARHGAP6	1.0	0.00768370598081292	-0.8	0.0346690880538436
ENSG00000047662	FAM184B	0.5	0.676051917252051	0.4	0.754807584954894
ENSG00000047849	MAP4	0.5	0.30156112440843	-0.2	0.432290391335448
ENSG00000047932	GOPC	0.5	0.0250398366549163	0.1	0.831618979434132
ENSG00000047936	ROS1			-1.2	0.0273148502817529
ENSG00000048052	HDAC9	0.2	0.79644740759141	-0.7	0.225863617885012
ENSG00000048140	TSPAN17	-0.4	0.575785689277666	0.5	0.401641168934996
ENSG00000048162	NOP16	-1.0	0.0845547448264793	-0.3	0.754462235865595
ENSG00000048342	CC2D2A	0.3	0.546157188347891	-0.5	0.277194007149613
ENSG00000048392	RRM2B	1.3	0.0010494504909205	0.5	0.306748968521546
ENSG00000048405	ZNF800	0.9	0.00187081580618156	0.3	0.416607223663163
ENSG00000048462	TNFRSF17	-2.4	4.83746091490402E-4	0.4	0.725235450488882
ENSG00000048471	SNX29	-0.4	0.322774994007678	-0.6	0.186227531727085
ENSG00000048540	LMO3	1.2	0.015589376419044	0.1	0.869432230826923
ENSG00000048544	MRPS10	0.6	0.104201333709489	0.3	0.441133659739764
ENSG00000048545	GUCA1A			1.8	0.238350357007367
ENSG00000048649	RSF1	0.4	0.155149465295976	-0.1	0.872573425975582
ENSG00000048707	VPS13D	0.2	0.585365677941993	-0.1	0.730103566469996
ENSG00000048740	CELF2	0.9	4.96469992922736E-6	-0.5	0.0869640711018519
ENSG00000048828	FAM120A	0.5	0.129467612097551	0.4	0.217162109961392
ENSG00000048991	R3HDM1	0.3	0.221816704556931	0.9	1.31324655878981E-4
ENSG00000049089	COL9A2	-2.8	5.81802141520095E-5	-0.6	0.603604919328875
ENSG00000049130	KITLG	1.3	4.39210587001795E-5	-0.3	0.610392279430091
ENSG00000049167	ERCC8	0.3	0.478649738492358	0.6	0.0870201173169161
ENSG00000049192	ADAMTS6	-0.5	0.457219977244827	1.2	0.0282460093160215
ENSG00000049239	H6PD	-0.3	0.649331363238281	0.4	0.587082488489063
ENSG00000049245	VAMP3	0.9	3.56410968081053E-4	0.1	0.893649445623276
ENSG00000049246	PER3	0.2	0.72693332053285	-1.5	0.00110584084345193
ENSG00000049247	UTS2	-0.1	0.925711112391376	-0.3	0.778691056763379
ENSG00000049249	TNFRSF9	-1.8	0.0278981706753672		
ENSG00000049283	EPN3	-2.3	0.00129916590064401	1.0	0.508013595982013
ENSG00000049323	LTBP1	1.1	0.0291880886414865	0.1	0.824882887783411
ENSG00000049449	RCN1	0.4	0.420881038185237	1.1	0.00251818339247948
ENSG00000049540	ELN	-0.1	0.924535996876059	-1.2	0.0310404402191478
ENSG00000049541	RFC2	0.4	0.444527894858995	0.8	0.262788823658798
ENSG00000049618	ARID1B	0.3	0.18579277050861		
ENSG00000049656	CLPTM1L	-0.3	0.689272960187127	0.4	0.50714721394061
ENSG00000049759	NEDD4L	-0.5	0.282421851786335	-1.7	1.99297334061889E-5
ENSG00000049768	FOXP3	-3.3	8.24896696582193E-5	0.7	0.514190298352409
ENSG00000049769	PPP1R3F	-0.3	0.781077273112879	-0.2	0.893389057212468
ENSG00000049860	HEXB	0.3	0.456587725555597	0.6	0.107285846689359
ENSG00000049883	PTCD2	0.5	0.308653944743625	-0.1	0.792641248072897
ENSG00000050030	NEXMIF	1.3	5.81456244582137E-5	1.1	0.168171412731161
ENSG00000050130	JKAMP			0.5	0.423572727510385
ENSG00000050165	DKK3	0.4	0.512636166744553	-0.2	0.722752418725442
ENSG00000050327	ARHGEF5	-0.4	0.586426617461133	-1.0	0.0738000685417693
ENSG00000050344	NFE2L3	0.2	0.790303511881879	0.4	0.0987576021359721
ENSG00000050393	MCUR1	-0.5	0.224555048214928	-0.2	0.731331897487199
ENSG00000050405	LIMA1	-0.5	0.227858436250867	0.1	0.875162534229313
ENSG00000050426	LETMD1	-0.5	0.144079532676715	-0.2	0.689992755051213
ENSG00000050438	SLC4A8	-0.8	0.292745558012902	-0.4	0.547437916670302
ENSG00000050555	LAMC3	-1.6	0.0998132169724976	-0.1	0.901761985177817
ENSG00000050628	PTGER3	1.4	0.0198110233291337	-0.3	0.620732336462636
ENSG00000050730	TNIP3	-1.6	0.0200783482126525	0.5	0.66561375431043
ENSG00000050748	MAPK9	0.1	0.796336143081788	-0.1	0.902743494262595
ENSG00000050767	COL23A1	-3.4	2.38701162741589E-4	-0.6	0.639606652314885
ENSG00000050820	BCAR1	-0.9	0.0825749637372057	0.4	0.525097097319377
ENSG00000051009	FAM160A2	-1.3	0.00539473814649094	-0.9	0.178777330514087
ENSG00000051108	HERPUD1	-0.7	0.161224170138725	0.3	0.646331774986587
ENSG00000051128	HOMER3	0.5	0.316084649522358	0.8	0.297835318393118
ENSG00000051180	RAD51	-0.2	0.86275785148142	-0.2	0.919695333502138
ENSG00000051341	POLQ	-0.7	0.484484090880009	2.8	3.61369530181257E-5
ENSG00000051382	PIK3CB	-0.6	0.0233046125974838	0.1	0.745898944942906
ENSG00000051523	CYBA	-0.7	0.23397266916314	-0.3	0.776775972611956
ENSG00000051596	THOC3	-0.1	0.89875533968679	1.1	0.218054895599611
