Gene ID	Gene Name_x	Colon_FoldChange	Colon_pValue	Gene Name_y	Lung_FoldChange	Lung_pValue
ENSG00000008853	RHOBTB2	-0.9_0.243133252441388	0.243133252441388	RHOBTB2	-0.5_0.373842455546723	0.373842455546723
ENSG00000008869	HEATR5B	-0.7_0.0012558887613146	0.0012558887613146	HEATR5B	NA_NA	NA
ENSG00000008952	SEC62	0.9_6.37505535285637e-07	6.37505535285637e-07	SEC62	0.2_0.483572388598584	0.483572388598584
ENSG00000008988	RPS20	0.9_1.76133474746191e-05	1.76133474746191e-05	RPS20	0.4_0.0537680573977201	0.0537680573977201
ENSG00000009307	CSDE1	0.8_0.0001712318002121	0.0001712318002121	CSDE1	0.4_0.0157873914020945	0.0157873914020945
ENSG00000009335	UBE3C	1.3_0.0107026894038186	0.0107026894038186	UBE3C	0.5_0.0101354918388289	0.0101354918388289
ENSG00000009413	REV3L	0.4_0.138105826061211	0.138105826061211	REV3L	-0.2_0.661023011145485	0.661023011145485
ENSG00000009694	TENM1	-0.2_0.784127038823798	0.784127038823798	TENM1	-1.2_0.0149450299060979	0.0149450299060979
ENSG00000009724	MASP2	-1.1_0.0221238784870837	0.0221238784870837	MASP2	-1.5_0.0069418289640072	0.0069418289640072
ENSG00000009765	IYD	-1.7_0.0682856032543341	0.0682856032543341	IYD	-0.5_0.689705357442218	0.689705357442218
ENSG00000009780	FAM76A	0.6_0.11414375300346	0.11414375300346	FAM76A	0.5_0.34730869531199	0.34730869531199
ENSG00000009790	TRAF3IP3	-1.1_0.203449925121717	0.203449925121717	TRAF3IP3	0.1_0.921683874028126	0.921683874028126
ENSG00000009830	POMT2	0.4_0.597916143014489	0.597916143014489	POMT2	-0.1_0.878523533633219	0.878523533633219
ENSG00000009844	VTA1	0.9_0.0262901057659839	0.0262901057659839	VTA1	0.8_0.0106114944988142	0.0106114944988142
ENSG00000009950	MLXIPL	-0.8_0.361294919469977	0.361294919469977	MLXIPL	-1.8_0.092331955696139	0.092331955696139
ENSG00000009954	BAZ1B	0.2_0.595224796001721	0.595224796001721	BAZ1B	-0.1_0.579568952062152	0.579568952062152
ENSG00000010017	RANBP9	0.9_6.34181554533466e-05	6.34181554533466e-05	RANBP9	0.5_0.0981028417996969	0.0981028417996969
ENSG00000010030	ETV7	-0.3_0.745890942313964	0.745890942313964	ETV7	1.0_0.175635016076306	0.175635016076306
ENSG00000010072	SPRTN	0.5_0.260806764889709	0.260806764889709	SPRTN	-0.4_0.301320651170988	0.301320651170988
ENSG00000010165	EEF1AKNMT	-0.3_0.702049898114326	0.702049898114326	EEF1AKNMT	-0.7_0.345114358623586	0.345114358623586
ENSG00000010219	DYRK4	0.5_0.239328184809378	0.239328184809378	DYRK4	-0.2_0.81506914944101	0.81506914944101
ENSG00000010244	ZNF207	NA_NA	NA	ZNF207	0.3_0.116023639776429	0.116023639776429
ENSG00000010256	UQCRC1	-0.4_0.368917978966028	0.368917978966028	UQCRC1	0.6_0.183272183911005	0.183272183911005
ENSG00000010270	STARD3NL	0.5_0.195127451921842	0.195127451921842	STARD3NL	0.9_0.0405603476939209	0.0405603476939209
ENSG00000010278	CD9	0.4_0.345718784016959	0.345718784016959	CD9	0.3_0.25012515180435	0.25012515180435
ENSG00000010282	HHATL	NA_NA	NA	HHATL	-1.4_0.369483057108872	0.369483057108872
ENSG00000010292	NCAPD2	-1.0_0.0002101480916099	0.0002101480916099	NCAPD2	-0.1_0.807990868120311	0.807990868120311
ENSG00000010295	IFFO1	-1.2_0.0519634976417131	0.0519634976417131	IFFO1	-0.8_0.186796108430601	0.186796108430601
ENSG00000010310	GIPR	-2.3_0.0006070096988516	0.0006070096988516	GIPR	-1.5_0.0102952501086397	0.0102952501086397
ENSG00000010318	PHF7	-0.9_0.0533173714152233	0.0533173714152233	PHF7	-0.2_0.886304162683914	0.886304162683914
ENSG00000010319	SEMA3G	0.8_0.340745759179726	0.340745759179726	SEMA3G	-0.2_0.885076355222589	0.885076355222589
ENSG00000010322	NISCH	-1.1_0.0307774059212745	0.0307774059212745	NISCH	-0.8_0.0345888883249386	0.0345888883249386
ENSG00000010327	STAB1	0.6_0.430467339836638	0.430467339836638	STAB1	0.5_0.485273375117919	0.485273375117919
ENSG00000010361	FUZ	-0.8_0.411223076213374	0.411223076213374	FUZ	-1.2_0.159292535895602	0.159292535895602
ENSG00000010379	SLC6A13	NA_NA	NA	SLC6A13	-3.0_0.0174572661264918	0.0174572661264918
ENSG00000010404	IDS	1.0_0.0030113640902841	0.0030113640902841	IDS	-0.2_0.563177906792942	0.563177906792942
ENSG00000010438	PRSS3	-1.2_0.238825579069887	0.238825579069887	PRSS3	NA_NA	NA
ENSG00000010539	ZNF200	-0.6_0.304201422648858	0.304201422648858	ZNF200	-0.5_0.256670015965688	0.256670015965688
ENSG00000010610	CD4	-1.0_0.205371748258415	0.205371748258415	CD4	-0.6_0.38935110007416	0.38935110007416
ENSG00000010626	LRRC23	-0.6_0.477770605517092	0.477770605517092	LRRC23	0.6_0.635803211282075	0.635803211282075
ENSG00000010671	BTK	-1.6_0.0293707053184118	0.0293707053184118	BTK	-0.1_0.844650706948856	0.844650706948856
ENSG00000010704	HFE	0.5_0.511321717154662	0.511321717154662	HFE	0.2_0.79878394110579	0.79878394110579
ENSG00000010803	SCMH1	0.6_0.167780858938913	0.167780858938913	SCMH1	-0.6_0.422240514780189	0.422240514780189
ENSG00000010810	FYN	0.5_0.104201333709489	0.104201333709489	FYN	0.2_0.778232301672123	0.778232301672123
ENSG00000010818	HIVEP2	0.6_0.245473401659845	0.245473401659845	HIVEP2	-0.2_0.638120179479527	0.638120179479527
ENSG00000010932	FMO1	0.1_0.917174960379192	0.917174960379192	FMO1	-0.2_0.920662328243341	0.920662328243341
ENSG00000011007	ELOA	0.5_0.28011433134912	0.28011433134912	ELOA	-0.1_0.804154405229888	0.804154405229888
ENSG00000011009	LYPLA2	-0.8_0.112142326078599	0.112142326078599	LYPLA2	1.0_0.0139818194077615	0.0139818194077615
ENSG00000011021	CLCN6	0.7_0.184005905569228	0.184005905569228	CLCN6	NA_NA	NA
ENSG00000011028	MRC2	-0.9_0.183442850833755	0.183442850833755	MRC2	0.2_0.736866912000144	0.736866912000144
ENSG00000011083	SLC6A7	-1.5_0.111156484999078	0.111156484999078	SLC6A7	NA_NA	NA
ENSG00000011105	TSPAN9	0.8_0.12619151561516	0.12619151561516	TSPAN9	-0.4_0.333150870087546	0.333150870087546
ENSG00000011114	BTBD7	-0.1_0.555820436258642	0.555820436258642	BTBD7	-0.3_0.200211694602922	0.200211694602922
ENSG00000011132	APBA3	-0.9_0.0808667635801569	0.0808667635801569	APBA3	0.8_0.36297806975248	0.36297806975248
ENSG00000011143	MKS1	-1.4_0.0743909728551841	0.0743909728551841	MKS1	-1.7_0.011029279986693	0.011029279986693
ENSG00000011198	ABHD5	0.6_0.0224292581495182	0.0224292581495182	ABHD5	-0.1_0.931141375409329	0.931141375409329
ENSG00000011201	ANOS1	-0.5_0.587085762012633	0.587085762012633	ANOS1	-2.6_5.68698392971192e-06	5.68698392971192e-06
ENSG00000011243	AKAP8L	-0.7_0.336090990439779	0.336090990439779	AKAP8L	-0.6_0.385654211195156	0.385654211195156
ENSG00000011258	MBTD1	NA_NA	NA	MBTD1	-0.2_0.492224288612892	0.492224288612892
ENSG00000011260	UTP18	0.6_0.230878152321202	0.230878152321202	UTP18	0.1_0.928435879829262	0.928435879829262
ENSG00000011275	RNF216	-0.5_0.155874248018426	0.155874248018426	RNF216	-0.2_0.59521040291207	0.59521040291207
ENSG00000011295	TTC19	-0.5_0.250886826952185	0.250886826952185	TTC19	-0.3_0.257930026745479	0.257930026745479
ENSG00000011304	PTBP1	-0.5_0.276574166673879	0.276574166673879	PTBP1	0.3_0.474598351320201	0.474598351320201
ENSG00000011332	DPF1	-0.5_0.638426394491401	0.638426394491401	DPF1	-2.4_0.0117371073935012	0.0117371073935012
ENSG00000011347	SYT7	-0.7_0.256919456897256	0.256919456897256	SYT7	-1.3_0.177596917590241	0.177596917590241
ENSG00000011376	LARS2	-0.8_0.0614426450611553	0.0614426450611553	LARS2	-0.2_0.803971075428144	0.803971075428144
ENSG00000011405	PIK3C2A	1.1_8.39943387247044e-07	8.39943387247044e-07	PIK3C2A	0.2_0.329670656960472	0.329670656960472
ENSG00000011422	PLAUR	-0.4_0.591390044002563	0.591390044002563	PLAUR	1.4_0.0091023935758578	0.0091023935758578
ENSG00000011426	ANLN	-0.4_0.564728306787353	0.564728306787353	ANLN	2.9_3.41932897023197e-06	3.41932897023197e-06
ENSG00000011451	WIZ	-0.4_0.322339338288196	0.322339338288196	WIZ	0.1_0.774562606273963	0.774562606273963
ENSG00000011454	RABGAP1	0.2_0.434095541643151	0.434095541643151	RABGAP1	-0.2_0.398961626457996	0.398961626457996
ENSG00000011465	DCN	1.3_0.0049150699878309	0.0049150699878309	DCN	0.2_0.676658995179656	0.676658995179656
ENSG00000011478	QPCTL	1.2_0.195387754352579	0.195387754352579	QPCTL	0.1_0.958385855989547	0.958385855989547
ENSG00000011485	PPP5C	-0.6_0.322339338288196	0.322339338288196	PPP5C	-0.4_0.548023332081195	0.548023332081195
ENSG00000011523	CEP68	0.2_0.598275029153168	0.598275029153168	CEP68	-0.7_0.0893759068188204	0.0893759068188204
ENSG00000011566	MAP4K3	0.5_0.0269142636202663	0.0269142636202663	MAP4K3	NA_NA	NA
ENSG00000011590	ZBTB32	-4.1_5.2317225213817e-05	5.2317225213817e-05	ZBTB32	-1.3_0.256368888327927	0.256368888327927
ENSG00000011600	TYROBP	-0.2_0.780322815319956	0.780322815319956	TYROBP	NA_NA	NA
ENSG00000011638	TMEM159	0.9_0.144688857551644	0.144688857551644	TMEM159	0.3_0.777755106627345	0.777755106627345
ENSG00000011677	GABRA3	-1.5_0.113989598726894	0.113989598726894	GABRA3	NA_NA	NA
ENSG00000012048	BRCA1	0.2_0.837882052513438	0.837882052513438	BRCA1	0.5_0.283957732631457	0.283957732631457
ENSG00000012061	ERCC1	0.1_0.941588797787707	0.941588797787707	ERCC1	-0.3_0.743747001586914	0.743747001586914
ENSG00000012124	CD22	-0.7_0.571819421687173	0.571819421687173	CD22	-2.5_0.0003451039171658	0.0003451039171658
ENSG00000012171	SEMA3B	-1.4_0.0334542375512615	0.0334542375512615	SEMA3B	-2.0_0.0002877085676887	0.0002877085676887
ENSG00000012174	MBTPS2	0.4_0.348079844847239	0.348079844847239	MBTPS2	0.1_0.729584419243211	0.729584419243211
ENSG00000012211	PRICKLE3	-0.7_0.415068068464939	0.415068068464939	PRICKLE3	-0.5_0.736790374240158	0.736790374240158
ENSG00000012223	LTF	-1.8_0.107073074939089	0.107073074939089	LTF	3.2_0.000136095928789	0.000136095928789
ENSG00000012232	EXTL3	0.6_0.406470725094198	0.406470725094198	EXTL3	NA_NA	NA
ENSG00000012504	NR1H4	0.3_0.830287113221092	0.830287113221092	NR1H4	-3.1_0.0102928038829227	0.0102928038829227
ENSG00000012660	ELOVL5	1.7_5.86287212505543e-08	5.86287212505543e-08	ELOVL5	1.0_4.76267272845952e-06	4.76267272845952e-06
ENSG00000012779	ALOX5	-1.6_0.079531531105183	0.079531531105183	ALOX5	NA_NA	NA
ENSG00000012817	KDM5D	NA_NA	NA	KDM5D	0.1_0.964964001042729	0.964964001042729
ENSG00000012822	CALCOCO1	0.9_0.0579302759353109	0.0579302759353109	CALCOCO1	-0.8_0.0748840002053572	0.0748840002053572
ENSG00000012963	UBR7	0.3_0.459521303076274	0.459521303076274	UBR7	0.5_0.354593692022848	0.354593692022848
ENSG00000012983	MAP4K5	0.6_0.0026658790125998	0.0026658790125998	MAP4K5	0.7_0.0598792303119551	0.0598792303119551
ENSG00000013016	EHD3	-0.5_0.501604235451879	0.501604235451879	EHD3	-0.7_0.403356376829874	0.403356376829874
ENSG00000013275	PSMC4	-0.1_0.837236683144446	0.837236683144446	PSMC4	0.3_0.707255795294861	0.707255795294861
ENSG00000013288	MAN2B2	NA_NA	NA	MAN2B2	-0.3_0.526702645498834	0.526702645498834
ENSG00000013293	SLC7A14	1.5_0.0322703448465946	0.0322703448465946	SLC7A14	-1.0_0.241375964997748	0.241375964997748
ENSG00000013297	CLDN11	1.0_0.211068197567489	0.211068197567489	CLDN11	0.4_0.677212399933094	0.677212399933094
ENSG00000013306	SLC25A39	-0.5_0.424909117625148	0.424909117625148	SLC25A39	0.7_0.168514897484519	0.168514897484519
ENSG00000013364	MVP	-1.3_1.93075145461506e-06	1.93075145461506e-06	MVP	0.2_0.66513139742823	0.66513139742823
ENSG00000013374	NUB1	NA_NA	NA	NUB1	0.2_0.755085682599546	0.755085682599546
ENSG00000013375	PGM3	0.1_0.807618740881236	0.807618740881236	PGM3	0.3_0.206918485089453	0.206918485089453
ENSG00000013392	RWDD2A	-0.1_0.858054179889091	0.858054179889091	RWDD2A	0.9_0.157104997905252	0.157104997905252
ENSG00000013441	CLK1	0.8_0.0006979476884168	0.0006979476884168	CLK1	0.8_0.0013956788403463	0.0013956788403463
ENSG00000013503	POLR3B	-0.8_0.0345176293198231	0.0345176293198231	POLR3B	0.2_0.774605977509799	0.774605977509799
ENSG00000013523	ANGEL1	-0.1_0.900722638241357	0.900722638241357	ANGEL1	-0.6_0.134959473964256	0.134959473964256
ENSG00000013561	RNF14	0.5_0.0820061482821668	0.0820061482821668	RNF14	0.1_0.768741235785525	0.768741235785525
ENSG00000013563	DNASE1L1	-1.2_0.111156484999078	0.111156484999078	DNASE1L1	-0.5_0.624000765208719	0.624000765208719
ENSG00000013573	DDX11	-1.0_0.229654290780326	0.229654290780326	DDX11	-0.9_0.303464465971948	0.303464465971948
ENSG00000013583	HEBP1	0.9_0.0557608769339101	0.0557608769339101	HEBP1	-0.5_0.331312881385596	0.331312881385596
ENSG00000013588	GPRC5A	0.3_0.734160309057339	0.734160309057339	GPRC5A	-1.7_2.52996649272268e-06	2.52996649272268e-06
ENSG00000013619	MAMLD1	0.2_0.870513786261066	0.870513786261066	MAMLD1	-0.9_0.153241361841107	0.153241361841107
ENSG00000013725	CD6	-1.9_0.0209741595301863	0.0209741595301863	CD6	-0.9_0.331258154206393	0.331258154206393
ENSG00000013810	TACC3	-2.4_0.0005609565858277	0.0005609565858277	TACC3	0.3_0.736387011098709	0.736387011098709
ENSG00000014123	UFL1	0.9_0.006595662203479	0.006595662203479	UFL1	0.3_0.305732223709074	0.305732223709074
ENSG00000014138	POLA2	-1.5_0.0093613092502003	0.0093613092502003	POLA2	0.2_0.776024094639647	0.776024094639647
ENSG00000014164	ZC3H3	-0.4_0.569691994720894	0.569691994720894	ZC3H3	-0.1_0.953069369395744	0.953069369395744
ENSG00000014216	CAPN1	-1.5_0.0003582660527085	0.0003582660527085	CAPN1	0.9_0.159880137601443	0.159880137601443
ENSG00000014257	ACP3	-1.3_0.0779096270396811	0.0779096270396811	ACP3	-0.1_0.902333177798024	0.902333177798024
ENSG00000014641	MDH1	0.3_0.526024586165986	0.526024586165986	MDH1	0.6_0.0617833689034348	0.0617833689034348
ENSG00000014824	SLC30A9	0.4_0.110121311574601	0.110121311574601	SLC30A9	NA_NA	NA
ENSG00000014914	MTMR11	-0.2_0.804103029813204	0.804103029813204	MTMR11	-0.7_0.352698115068917	0.352698115068917
ENSG00000014919	COX15	-0.5_0.195971793767366	0.195971793767366	COX15	0.1_0.836481822161181	0.836481822161181
ENSG00000015133	CCDC88C	-1.1_0.0202496780109096	0.0202496780109096	CCDC88C	NA_NA	NA
ENSG00000015153	YAF2	0.8_0.105760595847772	0.105760595847772	YAF2	0.3_0.0926416829945175	0.0926416829945175
ENSG00000015171	ZMYND11	1.0_5.93793902971728e-06	5.93793902971728e-06	ZMYND11	0.2_0.66270024441708	0.66270024441708
ENSG00000015285	WAS	-0.9_0.1265381255754	0.1265381255754	WAS	0.5_0.542786715460385	0.542786715460385
ENSG00000015413	DPEP1	0.1_0.970099396034402	0.970099396034402	DPEP1	-1.7_0.216171788580111	0.216171788580111
ENSG00000015475	BID	-0.5_0.242443899771096	0.242443899771096	BID	1.4_0.0001165001462382	0.0001165001462382
ENSG00000015479	MATR3	1.4_2.92096692902484e-05	2.92096692902484e-05	MATR3	1.0_0.0082976830877901	0.0082976830877901
ENSG00000015520	NPC1L1	-1.3_0.229975685473429	0.229975685473429	NPC1L1	-0.4_0.843293649898146	0.843293649898146
ENSG00000015532	XYLT2	-1.4_0.0358499008376755	0.0358499008376755	XYLT2	-1.5_0.0142845680184299	0.0142845680184299
ENSG00000015568	RGPD5	0.8_0.259648684929458	0.259648684929458	RGPD5	-0.5_0.540417551295568	0.540417551295568
ENSG00000015592	STMN4	0.1_0.920247251876176	0.920247251876176	STMN4	NA_NA	NA
ENSG00000015676	NUDCD3	-1.0_0.0449718020332446	0.0449718020332446	NUDCD3	-0.7_0.0865625166613509	0.0865625166613509
ENSG00000016082	ISL1	-2.6_0.0161919940817371	0.0161919940817371	ISL1	NA_NA	NA
ENSG00000016391	CHDH	-0.4_0.70609945470673	0.70609945470673	CHDH	-0.5_0.623570517790776	0.623570517790776
ENSG00000016402	IL20RA	-0.7_0.438686163610592	0.438686163610592	IL20RA	-0.6_0.581470526694559	0.581470526694559
ENSG00000016490	CLCA1	-1.2_0.307797850218443	0.307797850218443	CLCA1	2.1_0.146671548184798	0.146671548184798
ENSG00000016602	CLCA4	-0.6_0.634263005277517	0.634263005277517	CLCA4	1.5_0.191955011324726	0.191955011324726
ENSG00000016864	GLT8D1	-0.9_0.004232211864011	0.004232211864011	GLT8D1	0.3_0.351353159405814	0.351353159405814
ENSG00000017260	ATP2C1	0.3_0.451406513342804	0.451406513342804	ATP2C1	0.2_0.598023462572965	0.598023462572965
ENSG00000017427	IGF1	1.8_0.0637618632227923	0.0637618632227923	IGF1	1.9_0.0063841873870635	0.0063841873870635
ENSG00000017483	SLC38A5	0.3_0.74087261144028	0.74087261144028	SLC38A5	NA_NA	NA
ENSG00000017797	RALBP1	0.1_0.805591214866343	0.805591214866343	RALBP1	0.3_0.342545730401372	0.342545730401372
ENSG00000018189	RUFY3	0.7_0.0354125145075692	0.0354125145075692	RUFY3	-0.3_0.147619628770022	0.147619628770022
ENSG00000018236	CNTN1	-0.1_0.940080925940082	0.940080925940082	CNTN1	-0.8_0.268862414721702	0.268862414721702
ENSG00000018280	SLC11A1	0.8_0.296706284679496	0.296706284679496	SLC11A1	1.3_0.0377393859304551	0.0377393859304551
ENSG00000018408	WWTR1	1.8_5.91580859201408e-06	5.91580859201408e-06	WWTR1	0.3_0.342480204170872	0.342480204170872
ENSG00000018510	AGPS	0.5_0.118260460920594	0.118260460920594	AGPS	-0.2_0.673555992582105	0.673555992582105
ENSG00000018610	STEEP1	-0.3_0.716057177589149	0.716057177589149	STEEP1	-0.4_0.486561924092177	0.486561924092177
ENSG00000018625	ATP1A2	-0.5_0.516257146574768	0.516257146574768	ATP1A2	-1.1_0.0947321512700744	0.0947321512700744
ENSG00000018699	TTC27	0.3_0.610816359704975	0.610816359704975	TTC27	0.3_0.54571210130753	0.54571210130753
ENSG00000018869	ZNF582	1.3_0.073698284609094	0.073698284609094	ZNF582	-0.3_0.77372969546432	0.77372969546432
ENSG00000019102	VSIG2	-2.0_0.0201661450330183	0.0201661450330183	VSIG2	-1.6_0.0370649062591346	0.0370649062591346
ENSG00000019144	PHLDB1	-0.8_0.01807285109699	0.01807285109699	PHLDB1	-0.7_0.104468654853711	0.104468654853711
ENSG00000019169	MARCO	3.0_0.0086632455030017	0.0086632455030017	MARCO	0.6_0.505838810808685	0.505838810808685
ENSG00000019186	CYP24A1	1.4_0.317207886024598	0.317207886024598	CYP24A1	3.8_1.17670258320502e-05	1.17670258320502e-05
ENSG00000019485	PRDM11	-0.9_0.231818810297749	0.231818810297749	PRDM11	-2.2_3.43470809450192e-08	3.43470809450192e-08
ENSG00000019505	SYT13	-0.4_0.656951268805048	0.656951268805048	SYT13	0.6_0.716520221791903	0.716520221791903
ENSG00000019549	SNAI2	0.7_0.329152231863231	0.329152231863231	SNAI2	1.0_0.0433488103981543	0.0433488103981543
ENSG00000019582	CD74	-1.3_0.0011776585385219	0.0011776585385219	CD74	-0.8_0.0474846838464036	0.0474846838464036
ENSG00000019991	HGF	1.4_0.0065288485118375	0.0065288485118375	HGF	0.6_0.154834354608728	0.154834354608728
ENSG00000019995	ZRANB1	NA_NA	NA	ZRANB1	0.4_0.564411254585466	0.564411254585466
ENSG00000020129	NCDN	0.3_0.737268123339554	0.737268123339554	NCDN	0.5_0.574198241131861	0.574198241131861
ENSG00000020181	ADGRA2	-0.8_0.213896995661009	0.213896995661009	ADGRA2	-1.1_0.0812084262032811	0.0812084262032811
ENSG00000020256	ZFP64	-0.4_0.312121130598953	0.312121130598953	ZFP64	-0.2_0.740219056278621	0.740219056278621
ENSG00000020426	MNAT1	0.5_0.268518603187184	0.268518603187184	MNAT1	0.5_0.157128164138575	0.157128164138575
ENSG00000020577	SAMD4A	1.1_0.0678109772871231	0.0678109772871231	SAMD4A	-0.2_0.759073080121331	0.759073080121331
ENSG00000020633	RUNX3	-1.1_0.152364022149644	0.152364022149644	RUNX3	0.2_0.837553408757056	0.837553408757056
ENSG00000020922	MRE11	0.2_0.476129670321303	0.476129670321303	MRE11	0.4_0.308925290824974	0.308925290824974
ENSG00000021300	PLEKHB1	1.5_9.05838493125085e-05	9.05838493125085e-05	PLEKHB1	-0.5_0.618314151719298	0.618314151719298
ENSG00000021355	SERPINB1	0.3_0.659832027776304	0.659832027776304	SERPINB1	-0.3_0.539385566829687	0.539385566829687
ENSG00000021461	CYP3A43	-0.5_0.689343096372025	0.689343096372025	CYP3A43	-0.8_0.552845876607784	0.552845876607784
ENSG00000021488	SLC7A9	-2.3_0.0809745862229991	0.0809745862229991	SLC7A9	-0.7_0.691746477173548	0.691746477173548
ENSG00000021574	SPAST	0.8_0.0097281055182836	0.0097281055182836	SPAST	0.8_0.0489159993537613	0.0489159993537613
ENSG00000021645	NRXN3	0.5_0.462716591418566	0.462716591418566	NRXN3	-0.9_0.222419057532829	0.222419057532829
ENSG00000021762	OSBPL5	0.2_0.771739956550792	0.771739956550792	OSBPL5	0.1_0.932065952077368	0.932065952077368
ENSG00000021776	AQR	NA_NA	NA	AQR	-0.1_0.787904336166494	0.787904336166494
ENSG00000021826	CPS1	-0.3_0.76478790077309	0.76478790077309	CPS1	0.2_0.815066997200684	0.815066997200684
ENSG00000021852	C8B	NA_NA	NA	C8B	-4.7_6.0838136832047415e-09	6.0838136832047415e-09
ENSG00000022267	FHL1	0.9_0.019479606871956	0.019479606871956	FHL1	-1.3_0.0027034009157476	0.0027034009157476
ENSG00000022277	RTF2	NA_NA	NA	RTF2	0.6_0.0740434826915077	0.0740434826915077
ENSG00000022355	GABRA1	-0.6_0.7118681304834	0.7118681304834	GABRA1	NA_NA	NA
ENSG00000022556	NLRP2	-0.8_0.477416833478826	0.477416833478826	NLRP2	0.2_0.866744435850934	0.866744435850934
ENSG00000022567	SLC45A4	-0.1_0.865249558912898	0.865249558912898	SLC45A4	NA_NA	NA
ENSG00000022840	RNF10	0.1_0.848054082654734	0.848054082654734	RNF10	0.3_0.669373174291152	0.669373174291152
ENSG00000022976	ZNF839	-0.6_0.396951138256933	0.396951138256933	ZNF839	-1.0_0.264863641567768	0.264863641567768
ENSG00000023041	ZDHHC6	0.4_0.305233278958476	0.305233278958476	ZDHHC6	0.2_0.571347758419041	0.571347758419041
ENSG00000023171	GRAMD1B	-1.8_0.0027855699347334	0.0027855699347334	GRAMD1B	0.1_0.956282244908929	0.956282244908929
ENSG00000023191	RNH1	-0.4_0.483545222147655	0.483545222147655	RNH1	-0.1_0.793274549431654	0.793274549431654
